clones,parameter,fitting_model,estimate_median,estimate_lower,estimate_upper,estimate_variance,Rhat,error,true_value,generating_model,min_S,alpha,sigma,Smsy,K,alpha_estimate,sigma_estimate,Smsy_estimate,K_estimate
17,sigma,Beverton-Holt,1.16,1.09,1.24,0.0014,1,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.42,1.16,1829.7,5558.47
17,K,Ricker,18957.25,14717.11,26962.47,10348721.6595,1.001,89.5725,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8897.6,18957.25
17,Smsy,Ricker,8897.6,6927.27,12734.68,2350867.937,1.002,143.19392051776933,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8897.6,18957.25
17,alpha,Ricker,0.46,0.33,0.6,0.0047,1.001,-58.18181818181819,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8897.6,18957.25
17,sigma,Ricker,1.22,1.16,1.28,0.001,1.001,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8897.6,18957.25
17,K,Ricker,6819.74,5299.71,8430.51,624726.2302,1,-31.8026,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3190.7,6819.74
17,Smsy,Ricker,3190.7,2522.09,3908.19,122242.0137,1,-25.054298657994703,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3190.7,6819.74
17,alpha,Ricker,0.48,0.31,0.66,0.0075,1.001,-56.363636363636374,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3190.7,6819.74
17,sigma,Ricker,1.18,1.11,1.26,0.0015,1.001,7.272727272727258,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3190.7,6819.74
18,K,Beverton-Holt,11787.2,9900.42,14636.12,1436533.6871,1,17.872000000000007,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4435.22,11787.2
18,Smsy,Beverton-Holt,4435.22,3452.78,5851.23,361580.7647,1.001,21.22578449905828,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4435.22,11787.2
18,alpha,Beverton-Holt,1,0.71,1.38,0.0284,1.001,-9.090909090909099,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4435.22,11787.2
18,sigma,Beverton-Holt,1.19,1.13,1.26,0.001,1.001,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4435.22,11787.2
18,K,Beverton-Holt,5568.4,4858.01,6458.06,168357.0504,1,-44.316,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.41,1.16,1837.05,5568.4
18,Smsy,Beverton-Holt,1837.05,1164.9,2380.28,98385.3605,1.001,-56.84990733997842,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.41,1.16,1837.05,5568.4
18,alpha,Beverton-Holt,1.41,0.85,2.55,0.3007,1.002,28.181818181818162,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.41,1.16,1837.05,5568.4
18,sigma,Beverton-Holt,1.16,1.09,1.23,0.0013,1,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.41,1.16,1837.05,5568.4
18,K,Ricker,18924.05,14730.16,27006.54,10528118.7815,1.001,89.24049999999998,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8882.12,18924.05
18,Smsy,Ricker,8882.12,6934.16,12779.32,2392974.7975,1.001,142.77081295060347,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8882.12,18924.05
18,alpha,Ricker,0.46,0.33,0.59,0.0045,1.001,-58.18181818181819,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8882.12,18924.05
18,sigma,Ricker,1.22,1.16,1.28,0.001,1.001,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8882.12,18924.05
18,K,Ricker,6818.12,5314.05,8319.93,578046.1885,1.002,-31.8188,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3189.27,6818.12
18,Smsy,Ricker,3189.27,2535.04,3866.49,112568.1522,1.002,-25.087887636249963,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3189.27,6818.12
18,alpha,Ricker,0.48,0.32,0.65,0.0071,1.002,-56.363636363636374,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3189.27,6818.12
18,sigma,Ricker,1.18,1.11,1.26,0.0014,1.001,7.272727272727258,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3189.27,6818.12
19,K,Beverton-Holt,11791.75,9953.21,14625.91,1410170.285,1.001,17.9175,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4443.63,11791.75
19,Smsy,Beverton-Holt,4443.63,3496.61,5823.83,357573.634,1.002,21.455651077860924,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4443.63,11791.75
19,alpha,Beverton-Holt,1,0.72,1.36,0.0271,1.003,-9.090909090909099,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4443.63,11791.75
19,sigma,Beverton-Holt,1.19,1.13,1.25,9e-4,1.001,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4443.63,11791.75
19,K,Beverton-Holt,5565.8,4870.69,6457,163761.9449,1,-44.342,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1840.11,5565.8
19,Smsy,Beverton-Holt,1840.11,1158.01,2365.49,99183.4309,1.001,-56.77803162427137,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1840.11,5565.8
19,alpha,Beverton-Holt,1.4,0.88,2.56,0.3776,1.001,27.272727272727256,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1840.11,5565.8
19,sigma,Beverton-Holt,1.16,1.09,1.23,0.0013,1.001,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1840.11,5565.8
19,K,Ricker,18898.85,14811.14,26361.53,8610507.747,1.001,88.98849999999999,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8867.35,18898.85
19,Smsy,Ricker,8867.35,6978.9,12465.7,1949181.4227,1.001,142.36711147986446,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8867.35,18898.85
19,alpha,Ricker,0.46,0.34,0.59,0.0041,1.002,-58.18181818181819,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8867.35,18898.85
19,sigma,Ricker,1.22,1.16,1.28,9e-4,1.001,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8867.35,18898.85
19,K,Ricker,6828.74,5381.59,8274.73,546124.883,1.001,-31.7126,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3194.85,6828.74
19,Smsy,Ricker,3194.85,2565.98,3849.96,106638.1763,1.001,-24.95682015466649,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3194.85,6828.74
19,alpha,Ricker,0.48,0.32,0.64,0.0068,1.001,-56.363636363636374,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3194.85,6828.74
19,sigma,Ricker,1.18,1.11,1.25,0.0013,1.001,7.272727272727258,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3194.85,6828.74
20,K,Beverton-Holt,11797.1,10012.06,14448.85,1329693.9943,1,17.971000000000004,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4444.05,11797.1
20,Smsy,Beverton-Holt,4444.05,3525.18,5757.06,335149.4812,1.001,21.467130740535968,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4444.05,11797.1
20,alpha,Beverton-Holt,1,0.73,1.33,0.0251,1.001,-9.090909090909099,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4444.05,11797.1
20,sigma,Beverton-Holt,1.19,1.14,1.25,9e-4,1.001,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4444.05,11797.1
20,K,Beverton-Holt,5564.51,4889.03,6431.36,152080.7029,1.001,-44.3549,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.41,1.16,1839.49,5564.51
20,Smsy,Beverton-Holt,1839.49,1228.17,2351.49,85442.1067,1.002,-56.792594677780635,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.41,1.16,1839.49,5564.51
20,alpha,Beverton-Holt,1.41,0.88,2.41,0.2621,1.002,28.181818181818162,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.41,1.16,1839.49,5564.51
20,sigma,Beverton-Holt,1.16,1.09,1.23,0.0012,1.001,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.41,1.16,1839.49,5564.51
20,K,Ricker,18899.45,14868.46,25982.56,8120869.3986,1,88.99450000000002,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8877.56,18899.45
20,Smsy,Ricker,8877.56,7003.62,12238.15,1830716.358,1,142.64617661298868,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8877.56,18899.45
20,alpha,Ricker,0.46,0.34,0.59,0.0039,1.001,-58.18181818181819,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8877.56,18899.45
20,sigma,Ricker,1.22,1.16,1.28,9e-4,1.001,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8877.56,18899.45
20,K,Ricker,6829.4,5452.95,8240.62,509068.6822,1,-31.706000000000007,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.18,3191.93,6829.4
20,Smsy,Ricker,3191.93,2594.96,3825.48,98964.625,1,-25.02540743893598,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.18,3191.93,6829.4
20,alpha,Ricker,0.49,0.33,0.64,0.0065,1.001,-55.45454545454545,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.18,3191.93,6829.4
20,sigma,Ricker,1.18,1.11,1.26,0.0013,1.001,7.272727272727258,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.18,3191.93,6829.4
21,K,Beverton-Holt,11759.25,10023.06,14268.28,1206395.0082,1,17.5925,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4428.4,11759.25
21,Smsy,Beverton-Holt,4428.4,3538.41,5667.4,300492.1782,1,21.039376643239702,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4428.4,11759.25
21,alpha,Beverton-Holt,1,0.74,1.34,0.0237,1.001,-9.090909090909099,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4428.4,11759.25
21,sigma,Beverton-Holt,1.19,1.14,1.25,8e-4,1.001,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4428.4,11759.25
21,K,Beverton-Holt,5573.82,4902.59,6404.91,144896.7208,1,-44.2618,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1846.69,5573.82
21,Smsy,Beverton-Holt,1846.69,1253.83,2343.81,78157.448,1.001,-56.62347534670518,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1846.69,5573.82
21,alpha,Beverton-Holt,1.4,0.89,2.36,0.2272,1.001,27.272727272727256,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1846.69,5573.82
21,sigma,Beverton-Holt,1.16,1.09,1.23,0.0012,1.002,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1846.69,5573.82
21,K,Ricker,18933.95,15009.98,26022.27,7883754.7918,1.002,89.33950000000002,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8889.34,18933.95
21,Smsy,Ricker,8889.34,7065.79,12272.83,1775063.9365,1.002,142.9681538184935,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8889.34,18933.95
21,alpha,Ricker,0.46,0.34,0.58,0.0036,1.001,-58.18181818181819,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8889.34,18933.95
21,sigma,Ricker,1.22,1.16,1.28,9e-4,1.001,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8889.34,18933.95
21,K,Ricker,6821.93,5439.37,8224.25,496681.3002,1,-31.7807,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3191.77,6821.93
21,Smsy,Ricker,3191.77,2593.64,3827.73,96890.4454,1,-25.029165646293208,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3191.77,6821.93
21,alpha,Ricker,0.48,0.33,0.63,0.0061,1.001,-56.363636363636374,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3191.77,6821.93
21,sigma,Ricker,1.18,1.12,1.25,0.0012,1.001,7.272727272727258,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3191.77,6821.93
22,K,Beverton-Holt,11739.85,10039.18,14255.24,1134515.6782,1,17.398500000000002,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1.01,1.19,4421.55,11739.85
22,Smsy,Beverton-Holt,4421.55,3540.99,5651.31,281136.6608,1.001,20.852148811515804,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1.01,1.19,4421.55,11739.85
22,alpha,Beverton-Holt,1.01,0.75,1.33,0.0218,1.001,-8.181818181818187,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1.01,1.19,4421.55,11739.85
22,sigma,Beverton-Holt,1.19,1.14,1.25,8e-4,1.001,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1.01,1.19,4421.55,11739.85
22,K,Beverton-Holt,5570.5,4911.19,6415.08,143272.1248,1,-44.295,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1841.68,5570.5
22,Smsy,Beverton-Holt,1841.68,1264.03,2338.32,79536.895,1.001,-56.741154214578515,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1841.68,5570.5
22,alpha,Beverton-Holt,1.4,0.9,2.34,0.2574,1.001,27.272727272727256,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1841.68,5570.5
22,sigma,Beverton-Holt,1.16,1.1,1.22,0.0011,1.001,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1841.68,5570.5
22,K,Ricker,18899.3,15043.92,25350.94,7142199.421,1,88.993,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8874.26,18899.3
22,Smsy,Ricker,8874.26,7082.21,11964.6,1610208.7263,1,142.55597926339908,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8874.26,18899.3
22,alpha,Ricker,0.46,0.35,0.58,0.0036,1.001,-58.18181818181819,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8874.26,18899.3
22,sigma,Ricker,1.22,1.16,1.27,8e-4,1.001,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8874.26,18899.3
22,K,Ricker,6828.38,5491.96,8156.67,469853.6876,1.001,-31.7162,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3195.07,6828.38
22,Smsy,Ricker,3195.07,2610.72,3791.63,91426.9815,1.001,-24.95165261955029,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3195.07,6828.38
22,alpha,Ricker,0.48,0.34,0.64,0.006,1.001,-56.363636363636374,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3195.07,6828.38
22,sigma,Ricker,1.18,1.12,1.25,0.0011,1.001,7.272727272727258,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3195.07,6828.38
23,K,Beverton-Holt,11755.6,10079.39,14185.29,1080672.1817,1,17.556000000000004,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1.01,1.19,4419.88,11755.6
23,Smsy,Beverton-Holt,4419.88,3558.32,5624.38,276004.1701,1,20.806503486117418,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1.01,1.19,4419.88,11755.6
23,alpha,Beverton-Holt,1.01,0.75,1.33,0.022,1,-8.181818181818187,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1.01,1.19,4419.88,11755.6
23,sigma,Beverton-Holt,1.19,1.14,1.25,8e-4,1.001,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1.01,1.19,4419.88,11755.6
23,K,Beverton-Holt,5572.57,4924.94,6348.82,131533.2463,1.001,-44.2743,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1840.72,5572.57
23,Smsy,Beverton-Holt,1840.72,1315.42,2311.17,65103.3511,1.002,-56.763703458721906,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1840.72,5572.57
23,alpha,Beverton-Holt,1.4,0.92,2.25,0.1295,1.002,27.272727272727256,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1840.72,5572.57
23,sigma,Beverton-Holt,1.16,1.1,1.22,0.001,1.001,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1840.72,5572.57
23,K,Ricker,18902.5,15159.39,25194.5,6639968.8366,1.001,89.025,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.47,1.22,8872.51,18902.5
23,Smsy,Ricker,8872.51,7140.57,11920.91,1493931.5905,1.001,142.50814733558641,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.47,1.22,8872.51,18902.5
23,alpha,Ricker,0.47,0.35,0.58,0.0034,1.001,-57.27272727272728,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.47,1.22,8872.51,18902.5
23,sigma,Ricker,1.22,1.16,1.27,8e-4,1,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.47,1.22,8872.51,18902.5
23,K,Ricker,6826.87,5495.08,8129.81,450666.6029,1.001,-31.7313,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.18,3194.73,6826.87
23,Smsy,Ricker,3194.73,2618.42,3780.19,87345.1146,1.001,-24.959638810184412,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.18,3194.73,6826.87
23,alpha,Ricker,0.49,0.33,0.63,0.0058,1.001,-55.45454545454545,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.18,3194.73,6826.87
23,sigma,Ricker,1.18,1.12,1.25,0.0011,1.001,7.272727272727258,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.18,3194.73,6826.87
24,K,Beverton-Holt,11769.35,10143.6,14097.02,1006401.3096,1.001,17.693500000000004,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4429.9,11769.35
24,Smsy,Beverton-Holt,4429.9,3596.68,5571.02,253680.5492,1.001,21.080375438507716,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4429.9,11769.35
24,alpha,Beverton-Holt,1,0.75,1.31,0.0202,1.001,-9.090909090909099,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4429.9,11769.35
24,sigma,Beverton-Holt,1.19,1.14,1.25,7e-4,1.001,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4429.9,11769.35
24,K,Beverton-Holt,5569.67,4946.82,6340.79,127581.5317,1,-44.3033,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1841.43,5569.67
24,Smsy,Beverton-Holt,1841.43,1333.62,2299.31,59388.0533,1.002,-56.74702641357419,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1841.43,5569.67
24,alpha,Beverton-Holt,1.4,0.92,2.2,0.1098,1.002,27.272727272727256,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1841.43,5569.67
24,sigma,Beverton-Holt,1.16,1.1,1.22,0.001,1.002,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1841.43,5569.67
24,K,Ricker,18819.7,15164.87,24892.46,6523295.0951,1,88.19700000000002,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.47,1.22,8830.41,18819.7
24,Smsy,Ricker,8830.41,7142.9,11744.02,1472922.8296,1,141.35744781506423,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.47,1.22,8830.41,18819.7
24,alpha,Ricker,0.47,0.35,0.58,0.0034,1.001,-57.27272727272728,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.47,1.22,8830.41,18819.7
24,sigma,Ricker,1.22,1.16,1.27,8e-4,1.001,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.47,1.22,8830.41,18819.7
24,K,Ricker,6827.32,5569.96,8100.55,418251.6611,1.001,-31.7268,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3194.63,6827.32
24,Smsy,Ricker,3194.63,2646.84,3766.59,80997.7224,1,-24.961987689782678,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3194.63,6827.32
24,alpha,Ricker,0.48,0.34,0.64,0.0057,1.001,-56.363636363636374,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3194.63,6827.32
24,sigma,Ricker,1.18,1.12,1.25,0.0011,1.001,7.272727272727258,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3194.63,6827.32
25,K,Beverton-Holt,11766.1,10152.79,14004.6,974049.5897,1,17.661,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1.01,1.19,4420.24,11766.1
25,Smsy,Beverton-Holt,4420.24,3585.7,5541.37,246042.3942,1.001,20.81634319698173,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1.01,1.19,4420.24,11766.1
25,alpha,Beverton-Holt,1.01,0.76,1.32,0.0197,1.002,-8.181818181818187,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1.01,1.19,4420.24,11766.1
25,sigma,Beverton-Holt,1.19,1.14,1.24,7e-4,1.001,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1.01,1.19,4420.24,11766.1
25,K,Beverton-Holt,5568.59,4952.99,6326.1,123993.4261,1,-44.3141,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1846.9,5568.59
25,Smsy,Beverton-Holt,1846.9,1323.08,2299.09,64031.7077,1.001,-56.61854269954881,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1846.9,5568.59
25,alpha,Beverton-Holt,1.4,0.93,2.2,0.1645,1.001,27.272727272727256,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1846.9,5568.59
25,sigma,Beverton-Holt,1.16,1.1,1.22,0.001,1.001,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.4,1.16,1846.9,5568.59
25,K,Ricker,18877.1,15329.94,24849.04,5789132.528,1,88.77099999999999,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.47,1.22,8858.83,18877.1
25,Smsy,Ricker,8858.83,7192.05,11732.67,1305058.1771,1,142.13423832274214,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.47,1.22,8858.83,18877.1
25,alpha,Ricker,0.47,0.36,0.58,0.0032,1.001,-57.27272727272728,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.47,1.22,8858.83,18877.1
25,sigma,Ricker,1.22,1.16,1.27,8e-4,1,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.47,1.22,8858.83,18877.1
25,K,Ricker,6827.17,5581.05,8070.19,409421.7964,1,-31.7283,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3194.75,6827.17
25,Smsy,Ricker,3194.75,2648.85,3744.14,79617.4274,1,-24.959169034264757,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3194.75,6827.17
25,alpha,Ricker,0.48,0.34,0.63,0.0053,1.002,-56.363636363636374,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3194.75,6827.17
25,sigma,Ricker,1.18,1.12,1.24,0.001,1.001,7.272727272727258,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3194.75,6827.17
